,ID,DATE,CURRENCY,PX_LAST,INDEX
14315,LUMSTRUU Index,2022-11-27,,,LUMSTRUU Index
14316,LUMSTRUU Index,2022-11-28,,2032.64,LUMSTRUU Index
14317,LUMSTRUU Index,2022-11-29,,2022.9,LUMSTRUU Index
14318,LUMSTRUU Index,2022-11-30,,2036.63,LUMSTRUU Index
14319,LUMSTRUU Index,2022-12-01,,2055.75,LUMSTRUU Index
14320,LUMSTRUU Index,2022-12-02,,2064.4,LUMSTRUU Index
14321,LUMSTRUU Index,2022-12-03,,,LUMSTRUU Index
14322,LUMSTRUU Index,2022-12-04,,,LUMSTRUU Index
14323,LUMSTRUU Index,2022-12-05,,2044.22,LUMSTRUU Index
14324,LUMSTRUU Index,2022-12-06,,2048.37,LUMSTRUU Index
14325,LUMSTRUU Index,2022-12-07,,2070.75,LUMSTRUU Index
14326,LUMSTRUU Index,2022-12-08,,2062.8,LUMSTRUU Index
14327,LUMSTRUU Index,2022-12-09,,2050.25,LUMSTRUU Index
14328,LUMSTRUU Index,2022-12-10,,,LUMSTRUU Index
14329,LUMSTRUU Index,2022-12-11,,,LUMSTRUU Index
14330,LUMSTRUU Index,2022-12-12,,2050.88,LUMSTRUU Index
14331,LUMSTRUU Index,2022-12-13,,2069.23,LUMSTRUU Index
14332,LUMSTRUU Index,2022-12-14,,2080.5,LUMSTRUU Index
14333,LUMSTRUU Index,2022-12-15,,2081.86,LUMSTRUU Index
14334,LUMSTRUU Index,2022-12-16,,2076.5,LUMSTRUU Index
14335,LUMSTRUU Index,2022-12-17,,,LUMSTRUU Index
14336,LUMSTRUU Index,2022-12-18,,,LUMSTRUU Index
14337,LUMSTRUU Index,2022-12-19,,2064.47,LUMSTRUU Index
14338,LUMSTRUU Index,2022-12-20,,2048.4,LUMSTRUU Index
14339,LUMSTRUU Index,2022-12-21,,2053.33,LUMSTRUU Index
14340,LUMSTRUU Index,2022-12-22,,2049.37,LUMSTRUU Index
14341,LUMSTRUU Index,2022-12-23,,2044.15,LUMSTRUU Index
14342,LUMSTRUU Index,2022-12-24,,,LUMSTRUU Index
14343,LUMSTRUU Index,2022-12-25,,,LUMSTRUU Index
14344,LUMSTRUU Index,2022-12-26,,,LUMSTRUU Index
14345,LUMSTRUU Index,2022-12-27,,2032.2,LUMSTRUU Index
14346,LUMSTRUU Index,2022-12-28,,2026.22,LUMSTRUU Index
14347,LUMSTRUU Index,2022-12-29,,2037.33,LUMSTRUU Index
14348,LUMSTRUU Index,2022-12-30,,2027.65,LUMSTRUU Index
14349,LUMSTRUU Index,2022-12-31,,,LUMSTRUU Index
14350,LUMSTRUU Index,2023-01-01,,,LUMSTRUU Index
14351,LUMSTRUU Index,2023-01-02,,,LUMSTRUU Index
14352,LUMSTRUU Index,2023-01-03,,2036.64,LUMSTRUU Index
14353,LUMSTRUU Index,2023-01-04,,2048.41,LUMSTRUU Index
14354,LUMSTRUU Index,2023-01-05,,2045.18,LUMSTRUU Index
14355,LUMSTRUU Index,2023-01-06,,2071.11,LUMSTRUU Index
14356,LUMSTRUU Index,2023-01-07,,,LUMSTRUU Index
14357,LUMSTRUU Index,2023-01-08,,,LUMSTRUU Index
14358,LUMSTRUU Index,2023-01-09,,2077.25,LUMSTRUU Index
14359,LUMSTRUU Index,2023-01-10,,2068.52,LUMSTRUU Index
14360,LUMSTRUU Index,2023-01-11,,2082.55,LUMSTRUU Index
14361,LUMSTRUU Index,2023-01-12,,2096.96,LUMSTRUU Index
14362,LUMSTRUU Index,2023-01-13,,2089.29,LUMSTRUU Index
14363,LUMSTRUU Index,2023-01-14,,,LUMSTRUU Index
14364,LUMSTRUU Index,2023-01-15,,,LUMSTRUU Index
14365,LUMSTRUU Index,2023-01-16,,,LUMSTRUU Index
14366,LUMSTRUU Index,2023-01-17,,2084.99,LUMSTRUU Index
14367,LUMSTRUU Index,2023-01-18,,2106.04,LUMSTRUU Index
14368,LUMSTRUU Index,2023-01-19,,2100.88,LUMSTRUU Index
14369,LUMSTRUU Index,2023-01-20,,2094.06,LUMSTRUU Index
14370,LUMSTRUU Index,2023-01-21,,,LUMSTRUU Index
14371,LUMSTRUU Index,2023-01-22,,,LUMSTRUU Index
14372,LUMSTRUU Index,2023-01-23,,2087.49,LUMSTRUU Index
14373,LUMSTRUU Index,2023-01-24,,2097.16,LUMSTRUU Index
14374,LUMSTRUU Index,2023-01-25,,2104.11,LUMSTRUU Index
14375,LUMSTRUU Index,2023-01-26,,2096.72,LUMSTRUU Index
14376,LUMSTRUU Index,2023-01-27,,2097.68,LUMSTRUU Index
14377,LUMSTRUU Index,2023-01-28,,,LUMSTRUU Index
14378,LUMSTRUU Index,2023-01-29,,,LUMSTRUU Index
14379,LUMSTRUU Index,2023-01-30,,2087.88,LUMSTRUU Index
14380,LUMSTRUU Index,2023-01-31,,2094.45,LUMSTRUU Index
14381,LUMSTRUU Index,2023-02-01,,2113.68,LUMSTRUU Index
14382,LUMSTRUU Index,2023-02-02,,2112.99,LUMSTRUU Index
14383,LUMSTRUU Index,2023-02-03,,2095.76,LUMSTRUU Index
14384,LUMSTRUU Index,2023-02-04,,,LUMSTRUU Index
14385,LUMSTRUU Index,2023-02-05,,,LUMSTRUU Index
14386,LUMSTRUU Index,2023-02-06,,2077.27,LUMSTRUU Index
14387,LUMSTRUU Index,2023-02-07,,2076.82,LUMSTRUU Index
14388,LUMSTRUU Index,2023-02-08,,2080.79,LUMSTRUU Index
14389,LUMSTRUU Index,2023-02-09,,2074.56,LUMSTRUU Index
14390,LUMSTRUU Index,2023-02-10,,2065.2,LUMSTRUU Index
14391,LUMSTRUU Index,2023-02-11,,,LUMSTRUU Index
14392,LUMSTRUU Index,2023-02-12,,,LUMSTRUU Index
14393,LUMSTRUU Index,2023-02-13,,2072.54,LUMSTRUU Index
14394,LUMSTRUU Index,2023-02-14,,2061.53,LUMSTRUU Index
14395,LUMSTRUU Index,2023-02-15,,2059.07,LUMSTRUU Index
14396,LUMSTRUU Index,2023-02-16,,2052.44,LUMSTRUU Index
14397,LUMSTRUU Index,2023-02-17,,2056.12,LUMSTRUU Index
14398,LUMSTRUU Index,2023-02-18,,,LUMSTRUU Index
14399,LUMSTRUU Index,2023-02-19,,,LUMSTRUU Index
14400,LUMSTRUU Index,2023-02-20,,,LUMSTRUU Index
14401,LUMSTRUU Index,2023-02-21,,2033.77,LUMSTRUU Index
14402,LUMSTRUU Index,2023-02-22,,2038.41,LUMSTRUU Index
14403,LUMSTRUU Index,2023-02-23,,2046.82,LUMSTRUU Index
14404,LUMSTRUU Index,2023-02-24,,2034.24,LUMSTRUU Index
14405,LUMSTRUU Index,2023-02-25,,,LUMSTRUU Index
14406,LUMSTRUU Index,2023-02-26,,,LUMSTRUU Index
14407,LUMSTRUU Index,2023-02-27,,2038.3,LUMSTRUU Index
14408,LUMSTRUU Index,2023-02-28,,2039.15,LUMSTRUU Index
14409,LUMSTRUU Index,2023-03-01,,2023.72,LUMSTRUU Index
14410,LUMSTRUU Index,2023-03-02,,2014.76,LUMSTRUU Index
14411,LUMSTRUU Index,2023-03-03,,2031.5,LUMSTRUU Index
14412,LUMSTRUU Index,2023-03-04,,,LUMSTRUU Index
14413,LUMSTRUU Index,2023-03-05,,,LUMSTRUU Index
14414,LUMSTRUU Index,2023-03-06,,2027.69,LUMSTRUU Index
14415,LUMSTRUU Index,2023-03-07,,2022.12,LUMSTRUU Index
14416,LUMSTRUU Index,2023-03-08,,2020.4,LUMSTRUU Index
14417,LUMSTRUU Index,2023-03-09,,2030.75,LUMSTRUU Index
14418,LUMSTRUU Index,2023-03-10,,2048.8,LUMSTRUU Index
14419,LUMSTRUU Index,2023-03-11,,,LUMSTRUU Index
14420,LUMSTRUU Index,2023-03-12,,,LUMSTRUU Index
14421,LUMSTRUU Index,2023-03-13,,2070.45,LUMSTRUU Index
14422,LUMSTRUU Index,2023-03-14,,2056.4,LUMSTRUU Index
14423,LUMSTRUU Index,2023-03-15,,2077.38,LUMSTRUU Index
14424,LUMSTRUU Index,2023-03-16,,2069.38,LUMSTRUU Index
14425,LUMSTRUU Index,2023-03-17,,2087.02,LUMSTRUU Index
14426,LUMSTRUU Index,2023-03-18,,,LUMSTRUU Index
14427,LUMSTRUU Index,2023-03-19,,,LUMSTRUU Index
14428,LUMSTRUU Index,2023-03-20,,2069.15,LUMSTRUU Index
14429,LUMSTRUU Index,2023-03-21,,2065.05,LUMSTRUU Index
14430,LUMSTRUU Index,2023-03-22,,2093.19,LUMSTRUU Index
14431,LUMSTRUU Index,2023-03-23,,2096.18,LUMSTRUU Index
14432,LUMSTRUU Index,2023-03-24,,2097.3,LUMSTRUU Index
14433,LUMSTRUU Index,2023-03-25,,,LUMSTRUU Index
14434,LUMSTRUU Index,2023-03-26,,,LUMSTRUU Index
14435,LUMSTRUU Index,2023-03-27,,2072.83,LUMSTRUU Index
14436,LUMSTRUU Index,2023-03-28,,2067.28,LUMSTRUU Index
14437,LUMSTRUU Index,2023-03-29,,2069.99,LUMSTRUU Index
14438,LUMSTRUU Index,2023-03-30,,2073.94,LUMSTRUU Index
14439,LUMSTRUU Index,2023-03-31,,2078.87,LUMSTRUU Index
14440,LUMSTRUU Index,2023-04-01,,,LUMSTRUU Index
14441,LUMSTRUU Index,2023-04-02,,,LUMSTRUU Index
14442,LUMSTRUU Index,2023-04-03,,2091.09,LUMSTRUU Index
14443,LUMSTRUU Index,2023-04-04,,2101.6,LUMSTRUU Index
14444,LUMSTRUU Index,2023-04-05,,2107.78,LUMSTRUU Index
14445,LUMSTRUU Index,2023-04-06,,2102.33,LUMSTRUU Index
14446,LUMSTRUU Index,2023-04-07,,2087.77,LUMSTRUU Index
14447,LUMSTRUU Index,2023-04-08,,,LUMSTRUU Index
14448,LUMSTRUU Index,2023-04-09,,,LUMSTRUU Index
14449,LUMSTRUU Index,2023-04-10,,2082.79,LUMSTRUU Index
14450,LUMSTRUU Index,2023-04-11,,2088.5,LUMSTRUU Index
14451,LUMSTRUU Index,2023-04-12,,2093.12,LUMSTRUU Index
14452,LUMSTRUU Index,2023-04-13,,2091.55,LUMSTRUU Index
14453,LUMSTRUU Index,2023-04-14,,2078.9,LUMSTRUU Index
14454,LUMSTRUU Index,2023-04-15,,,LUMSTRUU Index
14455,LUMSTRUU Index,2023-04-16,,,LUMSTRUU Index
14456,LUMSTRUU Index,2023-04-17,,2066.69,LUMSTRUU Index
14457,LUMSTRUU Index,2023-04-18,,2067.72,LUMSTRUU Index
14458,LUMSTRUU Index,2023-04-19,,2067.99,LUMSTRUU Index
14459,LUMSTRUU Index,2023-04-20,,2077.94,LUMSTRUU Index
14460,LUMSTRUU Index,2023-04-21,,2074.47,LUMSTRUU Index
14461,LUMSTRUU Index,2023-04-22,,,LUMSTRUU Index
14462,LUMSTRUU Index,2023-04-23,,,LUMSTRUU Index
14463,LUMSTRUU Index,2023-04-24,,2083.45,LUMSTRUU Index
14464,LUMSTRUU Index,2023-04-25,,2094.6,LUMSTRUU Index
14465,LUMSTRUU Index,2023-04-26,,2085.42,LUMSTRUU Index
14466,LUMSTRUU Index,2023-04-27,,2079.32,LUMSTRUU Index
14467,LUMSTRUU Index,2023-04-28,,2089.63,LUMSTRUU Index
14468,LUMSTRUU Index,2023-04-29,,,LUMSTRUU Index
14469,LUMSTRUU Index,2023-04-30,,,LUMSTRUU Index
14470,LUMSTRUU Index,2023-05-01,,2070.55,LUMSTRUU Index
14471,LUMSTRUU Index,2023-05-02,,2091.43,LUMSTRUU Index
14472,LUMSTRUU Index,2023-05-03,,2102.97,LUMSTRUU Index
14473,LUMSTRUU Index,2023-05-04,,2098.98,LUMSTRUU Index
14474,LUMSTRUU Index,2023-05-05,,2093.89,LUMSTRUU Index
14475,LUMSTRUU Index,2023-05-06,,,LUMSTRUU Index
14476,LUMSTRUU Index,2023-05-07,,,LUMSTRUU Index
14477,LUMSTRUU Index,2023-05-08,,2082.57,LUMSTRUU Index
14478,LUMSTRUU Index,2023-05-09,,2079.39,LUMSTRUU Index
14479,LUMSTRUU Index,2023-05-10,,2094.52,LUMSTRUU Index
14480,LUMSTRUU Index,2023-05-11,,2098.64,LUMSTRUU Index
14481,LUMSTRUU Index,2023-05-12,,2085.48,LUMSTRUU Index
14482,LUMSTRUU Index,2023-05-13,,,LUMSTRUU Index
14483,LUMSTRUU Index,2023-05-14,,,LUMSTRUU Index
14484,LUMSTRUU Index,2023-05-15,,2081.77,LUMSTRUU Index
14485,LUMSTRUU Index,2023-05-16,,2078.54,LUMSTRUU Index
14486,LUMSTRUU Index,2023-05-17,,2076.88,LUMSTRUU Index
14487,LUMSTRUU Index,2023-05-18,,2064.59,LUMSTRUU Index
14488,LUMSTRUU Index,2023-05-19,,2057.99,LUMSTRUU Index
14489,LUMSTRUU Index,2023-05-20,,,LUMSTRUU Index
14490,LUMSTRUU Index,2023-05-21,,,LUMSTRUU Index
14491,LUMSTRUU Index,2023-05-22,,2057.75,LUMSTRUU Index
14492,LUMSTRUU Index,2023-05-23,,2058.61,LUMSTRUU Index
14493,LUMSTRUU Index,2023-05-24,,2053.21,LUMSTRUU Index
14494,LUMSTRUU Index,2023-05-25,,2041.98,LUMSTRUU Index
14495,LUMSTRUU Index,2023-05-26,,2040.37,LUMSTRUU Index
14496,LUMSTRUU Index,2023-05-27,,,LUMSTRUU Index
14497,LUMSTRUU Index,2023-05-28,,,LUMSTRUU Index
14498,LUMSTRUU Index,2023-05-29,,,LUMSTRUU Index
14499,LUMSTRUU Index,2023-05-30,,2063.14,LUMSTRUU Index
14500,LUMSTRUU Index,2023-05-31,,2074.32,LUMSTRUU Index
14501,LUMSTRUU Index,2023-06-01,,2078.16,LUMSTRUU Index
14502,LUMSTRUU Index,2023-06-02,,2066.77,LUMSTRUU Index
14503,LUMSTRUU Index,2023-06-03,,,LUMSTRUU Index
14504,LUMSTRUU Index,2023-06-04,,,LUMSTRUU Index
14505,LUMSTRUU Index,2023-06-05,,2066.98,LUMSTRUU Index
14506,LUMSTRUU Index,2023-06-06,,2071.8,LUMSTRUU Index
14507,LUMSTRUU Index,2023-06-07,,2062.75,LUMSTRUU Index
14508,LUMSTRUU Index,2023-06-08,,2072.25,LUMSTRUU Index
14509,LUMSTRUU Index,2023-06-09,,2067.66,LUMSTRUU Index
14510,LUMSTRUU Index,2023-06-10,,,LUMSTRUU Index
14511,LUMSTRUU Index,2023-06-11,,,LUMSTRUU Index
14512,LUMSTRUU Index,2023-06-12,,2072.43,LUMSTRUU Index
14513,LUMSTRUU Index,2023-06-13,,2062.59,LUMSTRUU Index
14514,LUMSTRUU Index,2023-06-14,,2063.2,LUMSTRUU Index
14515,LUMSTRUU Index,2023-06-15,,2078.07,LUMSTRUU Index
14516,LUMSTRUU Index,2023-06-16,,2073.59,LUMSTRUU Index
14517,LUMSTRUU Index,2023-06-17,,,LUMSTRUU Index
14518,LUMSTRUU Index,2023-06-18,,,LUMSTRUU Index
14519,LUMSTRUU Index,2023-06-19,,,LUMSTRUU Index
14520,LUMSTRUU Index,2023-06-20,,2073.87,LUMSTRUU Index
14521,LUMSTRUU Index,2023-06-21,,2076.54,LUMSTRUU Index
14522,LUMSTRUU Index,2023-06-22,,2064.37,LUMSTRUU Index
14523,LUMSTRUU Index,2023-06-23,,2074.81,LUMSTRUU Index
14524,LUMSTRUU Index,2023-06-24,,,LUMSTRUU Index
14525,LUMSTRUU Index,2023-06-25,,,LUMSTRUU Index
14526,LUMSTRUU Index,2023-06-26,,2078.64,LUMSTRUU Index
14527,LUMSTRUU Index,2023-06-27,,2075.3,LUMSTRUU Index
14528,LUMSTRUU Index,2023-06-28,,2080.27,LUMSTRUU Index
14529,LUMSTRUU Index,2023-06-29,,2060.86,LUMSTRUU Index
14530,LUMSTRUU Index,2023-06-30,,2065.47,LUMSTRUU Index
14531,LUMSTRUU Index,2023-07-01,,,LUMSTRUU Index
14532,LUMSTRUU Index,2023-07-02,,,LUMSTRUU Index
14533,LUMSTRUU Index,2023-07-03,,2061.12,LUMSTRUU Index
14534,LUMSTRUU Index,2023-07-04,,,LUMSTRUU Index
14535,LUMSTRUU Index,2023-07-05,,2050.95,LUMSTRUU Index
14536,LUMSTRUU Index,2023-07-06,,2035.02,LUMSTRUU Index
14537,LUMSTRUU Index,2023-07-07,,2035.83,LUMSTRUU Index
14538,LUMSTRUU Index,2023-07-08,,,LUMSTRUU Index
14539,LUMSTRUU Index,2023-07-09,,,LUMSTRUU Index
14540,LUMSTRUU Index,2023-07-10,,2043.79,LUMSTRUU Index
14541,LUMSTRUU Index,2023-07-11,,2046.2,LUMSTRUU Index
14542,LUMSTRUU Index,2023-07-12,,2068.7,LUMSTRUU Index
14543,LUMSTRUU Index,2023-07-13,,2080.59,LUMSTRUU Index
14544,LUMSTRUU Index,2023-07-14,,2071.02,LUMSTRUU Index
14545,LUMSTRUU Index,2023-07-15,,,LUMSTRUU Index
14546,LUMSTRUU Index,2023-07-16,,,LUMSTRUU Index
14547,LUMSTRUU Index,2023-07-17,,2075.95,LUMSTRUU Index
14548,LUMSTRUU Index,2023-07-18,,2075.11,LUMSTRUU Index
14549,LUMSTRUU Index,2023-07-19,,2080.07,LUMSTRUU Index
14550,LUMSTRUU Index,2023-07-20,,2067.81,LUMSTRUU Index
14551,LUMSTRUU Index,2023-07-21,,2069.01,LUMSTRUU Index
14552,LUMSTRUU Index,2023-07-22,,,LUMSTRUU Index
14553,LUMSTRUU Index,2023-07-23,,,LUMSTRUU Index
14554,LUMSTRUU Index,2023-07-24,,2067.84,LUMSTRUU Index
14555,LUMSTRUU Index,2023-07-25,,2064.9,LUMSTRUU Index
14556,LUMSTRUU Index,2023-07-26,,2073.72,LUMSTRUU Index
14557,LUMSTRUU Index,2023-07-27,,2053.39,LUMSTRUU Index
14558,LUMSTRUU Index,2023-07-28,,2062.95,LUMSTRUU Index
14559,LUMSTRUU Index,2023-07-29,,,LUMSTRUU Index
14560,LUMSTRUU Index,2023-07-30,,,LUMSTRUU Index
14561,LUMSTRUU Index,2023-07-31,,2063.93,LUMSTRUU Index
14562,LUMSTRUU Index,2023-08-01,,2050.24,LUMSTRUU Index
14563,LUMSTRUU Index,2023-08-02,,2042.51,LUMSTRUU Index
14564,LUMSTRUU Index,2023-08-03,,2026.79,LUMSTRUU Index
14565,LUMSTRUU Index,2023-08-04,,2046.25,LUMSTRUU Index
14566,LUMSTRUU Index,2023-08-05,,,LUMSTRUU Index
14567,LUMSTRUU Index,2023-08-06,,,LUMSTRUU Index
14568,LUMSTRUU Index,2023-08-07,,2046.83,LUMSTRUU Index
14569,LUMSTRUU Index,2023-08-08,,2052.79,LUMSTRUU Index
14570,LUMSTRUU Index,2023-08-09,,2056.96,LUMSTRUU Index
14571,LUMSTRUU Index,2023-08-10,,2043.08,LUMSTRUU Index
14572,LUMSTRUU Index,2023-08-11,,2030.33,LUMSTRUU Index
14573,LUMSTRUU Index,2023-08-12,,,LUMSTRUU Index
14574,LUMSTRUU Index,2023-08-13,,,LUMSTRUU Index
14575,LUMSTRUU Index,2023-08-14,,2027.94,LUMSTRUU Index
14576,LUMSTRUU Index,2023-08-15,,2021.42,LUMSTRUU Index
14577,LUMSTRUU Index,2023-08-16,,2016.15,LUMSTRUU Index
14578,LUMSTRUU Index,2023-08-17,,2015.37,LUMSTRUU Index
14579,LUMSTRUU Index,2023-08-18,,2020.72,LUMSTRUU Index
14580,LUMSTRUU Index,2023-08-19,,,LUMSTRUU Index
14581,LUMSTRUU Index,2023-08-20,,,LUMSTRUU Index
14582,LUMSTRUU Index,2023-08-21,,2009.71,LUMSTRUU Index
14583,LUMSTRUU Index,2023-08-22,,2010.24,LUMSTRUU Index
14584,LUMSTRUU Index,2023-08-23,,2030.3,LUMSTRUU Index
14585,LUMSTRUU Index,2023-08-24,,2023.78,LUMSTRUU Index
14586,LUMSTRUU Index,2023-08-25,,2024.64,LUMSTRUU Index
14587,LUMSTRUU Index,2023-08-26,,,LUMSTRUU Index
14588,LUMSTRUU Index,2023-08-27,,,LUMSTRUU Index
14589,LUMSTRUU Index,2023-08-28,,2032.04,LUMSTRUU Index
14590,LUMSTRUU Index,2023-08-29,,2047.62,LUMSTRUU Index
14591,LUMSTRUU Index,2023-08-30,,2043.65,LUMSTRUU Index
14592,LUMSTRUU Index,2023-08-31,,2046.95,LUMSTRUU Index
14593,LUMSTRUU Index,2023-09-01,,2037.25,LUMSTRUU Index
14594,LUMSTRUU Index,2023-09-02,,,LUMSTRUU Index
14595,LUMSTRUU Index,2023-09-03,,,LUMSTRUU Index
14596,LUMSTRUU Index,2023-09-04,,,LUMSTRUU Index
14597,LUMSTRUU Index,2023-09-05,,2023.73,LUMSTRUU Index
14598,LUMSTRUU Index,2023-09-06,,2020.74,LUMSTRUU Index
14599,LUMSTRUU Index,2023-09-07,,2026.93,LUMSTRUU Index
14600,LUMSTRUU Index,2023-09-08,,2030.59,LUMSTRUU Index
14601,LUMSTRUU Index,2023-09-09,,,LUMSTRUU Index
14602,LUMSTRUU Index,2023-09-10,,,LUMSTRUU Index
14603,LUMSTRUU Index,2023-09-11,,2027.05,LUMSTRUU Index
14604,LUMSTRUU Index,2023-09-12,,2029.24,LUMSTRUU Index
14605,LUMSTRUU Index,2023-09-13,,2034.64,LUMSTRUU Index
14606,LUMSTRUU Index,2023-09-14,,2032.07,LUMSTRUU Index
14607,LUMSTRUU Index,2023-09-15,,2024.51,LUMSTRUU Index
14608,LUMSTRUU Index,2023-09-16,,,LUMSTRUU Index
14609,LUMSTRUU Index,2023-09-17,,,LUMSTRUU Index
14610,LUMSTRUU Index,2023-09-18,,2029.66,LUMSTRUU Index
14611,LUMSTRUU Index,2023-09-19,,2020.73,LUMSTRUU Index
14612,LUMSTRUU Index,2023-09-20,,,LUMSTRUU Index
14613,LBEATREU Index,2013-09-20,,209.8064,LBEATREU Index
14614,LBEATREU Index,2013-09-21,,,LBEATREU Index
14615,LBEATREU Index,2013-09-22,,,LBEATREU Index
14616,LBEATREU Index,2013-09-23,,210.1973,LBEATREU Index
14617,LBEATREU Index,2013-09-24,,210.6985,LBEATREU Index
14618,LBEATREU Index,2013-09-25,,210.8627,LBEATREU Index
14619,LBEATREU Index,2013-09-26,,210.6054,LBEATREU Index
14620,LBEATREU Index,2013-09-27,,210.7663,LBEATREU Index
14621,LBEATREU Index,2013-09-28,,,LBEATREU Index
14622,LBEATREU Index,2013-09-29,,,LBEATREU Index
14623,LBEATREU Index,2013-09-30,,210.8898,LBEATREU Index
14624,LBEATREU Index,2013-10-01,,211.0616,LBEATREU Index
14625,LBEATREU Index,2013-10-02,,211.1545,LBEATREU Index
14626,LBEATREU Index,2013-10-03,,210.999,LBEATREU Index
14627,LBEATREU Index,2013-10-04,,210.9493,LBEATREU Index
14628,LBEATREU Index,2013-10-05,,,LBEATREU Index
14629,LBEATREU Index,2013-10-06,,,LBEATREU Index
14630,LBEATREU Index,2013-10-07,,211.2903,LBEATREU Index
14631,LBEATREU Index,2013-10-08,,211.0619,LBEATREU Index
14632,LBEATREU Index,2013-10-09,,211.0482,LBEATREU Index
14633,LBEATREU Index,2013-10-10,,210.8548,LBEATREU Index
14634,LBEATREU Index,2013-10-11,,211.1085,LBEATREU Index
14635,LBEATREU Index,2013-10-12,,,LBEATREU Index
14636,LBEATREU Index,2013-10-13,,,LBEATREU Index
14637,LBEATREU Index,2013-10-14,,211.2192,LBEATREU Index
14638,LBEATREU Index,2013-10-15,,210.9618,LBEATREU Index
14639,LBEATREU Index,2013-10-16,,210.7979,LBEATREU Index
14640,LBEATREU Index,2013-10-17,,211.3407,LBEATREU Index
14641,LBEATREU Index,2013-10-18,,211.7193,LBEATREU Index
14642,LBEATREU Index,2013-10-19,,,LBEATREU Index
14643,LBEATREU Index,2013-10-20,,,LBEATREU Index
14644,LBEATREU Index,2013-10-21,,211.6846,LBEATREU Index
14645,LBEATREU Index,2013-10-22,,212.3752,LBEATREU Index
14646,LBEATREU Index,2013-10-23,,212.6115,LBEATREU Index
14647,LBEATREU Index,2013-10-24,,212.5347,LBEATREU Index
14648,LBEATREU Index,2013-10-25,,212.4839,LBEATREU Index
14649,LBEATREU Index,2013-10-26,,,LBEATREU Index
14650,LBEATREU Index,2013-10-27,,,LBEATREU Index
14651,LBEATREU Index,2013-10-28,,212.645,LBEATREU Index
14652,LBEATREU Index,2013-10-29,,212.8719,LBEATREU Index
14653,LBEATREU Index,2013-10-30,,213.1232,LBEATREU Index
14654,LBEATREU Index,2013-10-31,,213.533,LBEATREU Index
14655,LBEATREU Index,2013-11-01,,213.6272,LBEATREU Index
14656,LBEATREU Index,2013-11-02,,,LBEATREU Index
14657,LBEATREU Index,2013-11-03,,,LBEATREU Index
14658,LBEATREU Index,2013-11-04,,213.7454,LBEATREU Index
14659,LBEATREU Index,2013-11-05,,213.046,LBEATREU Index
14660,LBEATREU Index,2013-11-06,,212.9921,LBEATREU Index
14661,LBEATREU Index,2013-11-07,,213.7728,LBEATREU Index
14662,LBEATREU Index,2013-11-08,,213.2558,LBEATREU Index
14663,LBEATREU Index,2013-11-09,,,LBEATREU Index
14664,LBEATREU Index,2013-11-10,,,LBEATREU Index
14665,LBEATREU Index,2013-11-11,,213.3378,LBEATREU Index
14666,LBEATREU Index,2013-11-12,,213.0776,LBEATREU Index
14667,LBEATREU Index,2013-11-13,,213.462,LBEATREU Index
14668,LBEATREU Index,2013-11-14,,213.8282,LBEATREU Index
14669,LBEATREU Index,2013-11-15,,213.7585,LBEATREU Index
14670,LBEATREU Index,2013-11-16,,,LBEATREU Index
14671,LBEATREU Index,2013-11-17,,,LBEATREU Index
14672,LBEATREU Index,2013-11-18,,214.0137,LBEATREU Index
14673,LBEATREU Index,2013-11-19,,213.7635,LBEATREU Index
14674,LBEATREU Index,2013-11-20,,213.836,LBEATREU Index
14675,LBEATREU Index,2013-11-21,,213.7207,LBEATREU Index
14676,LBEATREU Index,2013-11-22,,213.7357,LBEATREU Index
14677,LBEATREU Index,2013-11-23,,,LBEATREU Index
14678,LBEATREU Index,2013-11-24,,,LBEATREU Index
14679,LBEATREU Index,2013-11-25,,213.9571,LBEATREU Index
14680,LBEATREU Index,2013-11-26,,214.2179,LBEATREU Index
14681,LBEATREU Index,2013-11-27,,214.1086,LBEATREU Index
14682,LBEATREU Index,2013-11-28,,214.0968,LBEATREU Index
14683,LBEATREU Index,2013-11-29,,214.2222,LBEATREU Index
14684,LBEATREU Index,2013-11-30,,,LBEATREU Index
14685,LBEATREU Index,2013-12-01,,,LBEATREU Index
14686,LBEATREU Index,2013-12-02,,213.9531,LBEATREU Index
14687,LBEATREU Index,2013-12-03,,214.1299,LBEATREU Index
14688,LBEATREU Index,2013-12-04,,213.4331,LBEATREU Index
14689,LBEATREU Index,2013-12-05,,212.8878,LBEATREU Index
14690,LBEATREU Index,2013-12-06,,213.0961,LBEATREU Index
14691,LBEATREU Index,2013-12-07,,,LBEATREU Index
14692,LBEATREU Index,2013-12-08,,,LBEATREU Index
14693,LBEATREU Index,2013-12-09,,213.2867,LBEATREU Index
14694,LBEATREU Index,2013-12-10,,213.5738,LBEATREU Index
14695,LBEATREU Index,2013-12-11,,213.6611,LBEATREU Index
14696,LBEATREU Index,2013-12-12,,213.4038,LBEATREU Index
14697,LBEATREU Index,2013-12-13,,213.5247,LBEATREU Index
14698,LBEATREU Index,2013-12-14,,,LBEATREU Index
14699,LBEATREU Index,2013-12-15,,,LBEATREU Index
14700,LBEATREU Index,2013-12-16,,213.6221,LBEATREU Index
14701,LBEATREU Index,2013-12-17,,213.6676,LBEATREU Index
14702,LBEATREU Index,2013-12-18,,213.4965,LBEATREU Index
14703,LBEATREU Index,2013-12-19,,213.4342,LBEATREU Index
14704,LBEATREU Index,2013-12-20,,213.3749,LBEATREU Index
