,ID,DATE,CURRENCY,PX_LAST
0,LUACTRUU Index,2013-09-27,,2383.8
1,LUACTRUU Index,2013-09-28,,
2,LUACTRUU Index,2013-09-29,,
3,LUACTRUU Index,2013-09-30,,2381.27
4,LUACTRUU Index,2013-10-01,,2379.11
5,LUACTRUU Index,2013-10-02,,2383.31
6,LUACTRUU Index,2013-10-03,,2386.51
7,LUACTRUU Index,2013-10-04,,2382.57
8,LUACTRUU Index,2013-10-05,,
9,LUACTRUU Index,2013-10-06,,
10,LUACTRUU Index,2013-10-07,,2385.48
11,LUACTRUU Index,2013-10-08,,2385.83
12,LUACTRUU Index,2013-10-09,,2383.99
13,LUACTRUU Index,2013-10-10,,2384.35
14,LUACTRUU Index,2013-10-11,,2387.6
15,LUACTRUU Index,2013-10-12,,
16,LUACTRUU Index,2013-10-13,,
17,LUACTRUU Index,2013-10-14,,
18,LUACTRUU Index,2013-10-15,,2383.07
19,LUACTRUU Index,2013-10-16,,2393.47
20,LUACTRUU Index,2013-10-17,,2406.77
21,LUACTRUU Index,2013-10-18,,2407.75
22,LUACTRUU Index,2013-10-19,,
23,LUACTRUU Index,2013-10-20,,
24,LUACTRUU Index,2013-10-21,,2405.76
25,LUACTRUU Index,2013-10-22,,2418.14
26,LUACTRUU Index,2013-10-23,,2420.06
27,LUACTRUU Index,2013-10-24,,2415.91
28,LUACTRUU Index,2013-10-25,,2418.47
29,LUACTRUU Index,2013-10-26,,
30,LUACTRUU Index,2013-10-27,,
31,LUACTRUU Index,2013-10-28,,2418.08
32,LUACTRUU Index,2013-10-29,,2418.94
33,LUACTRUU Index,2013-10-30,,2417.93
34,LUACTRUU Index,2013-10-31,,2416.48
35,LUACTRUU Index,2013-11-01,,2407.11
36,LUACTRUU Index,2013-11-02,,
37,LUACTRUU Index,2013-11-03,,
38,LUACTRUU Index,2013-11-04,,2410.33
39,LUACTRUU Index,2013-11-05,,2401.05
40,LUACTRUU Index,2013-11-06,,2402.64
41,LUACTRUU Index,2013-11-07,,2407.52
42,LUACTRUU Index,2013-11-08,,2389.05
43,LUACTRUU Index,2013-11-09,,
44,LUACTRUU Index,2013-11-10,,
45,LUACTRUU Index,2013-11-11,,
46,LUACTRUU Index,2013-11-12,,2386.98
47,LUACTRUU Index,2013-11-13,,2392.34
48,LUACTRUU Index,2013-11-14,,2399.75
49,LUACTRUU Index,2013-11-15,,2401.78
50,LUACTRUU Index,2013-11-16,,
51,LUACTRUU Index,2013-11-17,,
52,LUACTRUU Index,2013-11-18,,2409.29
53,LUACTRUU Index,2013-11-19,,2403.76
54,LUACTRUU Index,2013-11-20,,2394.52
55,LUACTRUU Index,2013-11-21,,2398.31
56,LUACTRUU Index,2013-11-22,,2405.19
57,LUACTRUU Index,2013-11-23,,
58,LUACTRUU Index,2013-11-24,,
59,LUACTRUU Index,2013-11-25,,2408.15
60,LUACTRUU Index,2013-11-26,,2415.24
61,LUACTRUU Index,2013-11-27,,2411.12
62,LUACTRUU Index,2013-11-28,,
63,LUACTRUU Index,2013-11-29,,2411.69
64,LUACTRUU Index,2013-11-30,,
65,LUACTRUU Index,2013-12-01,,
66,LUACTRUU Index,2013-12-02,,2405.49
67,LUACTRUU Index,2013-12-03,,2408.83
68,LUACTRUU Index,2013-12-04,,2398.79
69,LUACTRUU Index,2013-12-05,,2397.25
70,LUACTRUU Index,2013-12-06,,2396.57
71,LUACTRUU Index,2013-12-07,,
72,LUACTRUU Index,2013-12-08,,
73,LUACTRUU Index,2013-12-09,,2401.36
74,LUACTRUU Index,2013-12-10,,2412.42
75,LUACTRUU Index,2013-12-11,,2406.78
76,LUACTRUU Index,2013-12-12,,2403.21
77,LUACTRUU Index,2013-12-13,,2406.41
78,LUACTRUU Index,2013-12-14,,
79,LUACTRUU Index,2013-12-15,,
80,LUACTRUU Index,2013-12-16,,2406.66
81,LUACTRUU Index,2013-12-17,,2413.7
82,LUACTRUU Index,2013-12-18,,2410.18
83,LUACTRUU Index,2013-12-19,,2410.21
84,LUACTRUU Index,2013-12-20,,2417.74
85,LUACTRUU Index,2013-12-21,,
86,LUACTRUU Index,2013-12-22,,
87,LUACTRUU Index,2013-12-23,,2414.59
88,LUACTRUU Index,2013-12-24,,2406.93
89,LUACTRUU Index,2013-12-25,,
90,LUACTRUU Index,2013-12-26,,2406.13
91,LUACTRUU Index,2013-12-27,,2405.09
92,LUACTRUU Index,2013-12-28,,
93,LUACTRUU Index,2013-12-29,,
94,LUACTRUU Index,2013-12-30,,2411.38
95,LUACTRUU Index,2013-12-31,,2407.75
96,LUACTRUU Index,2014-01-01,,
97,LUACTRUU Index,2014-01-02,,2412.84
98,LUACTRUU Index,2014-01-03,,2412.78
99,LUACTRUU Index,2014-01-04,,
100,LUACTRUU Index,2014-01-05,,
101,LUACTRUU Index,2014-01-06,,2419.03
102,LUACTRUU Index,2014-01-07,,2421.84
103,LUACTRUU Index,2014-01-08,,2413.12
104,LUACTRUU Index,2014-01-09,,2417.64
105,LUACTRUU Index,2014-01-10,,2432.03
106,LUACTRUU Index,2014-01-11,,
107,LUACTRUU Index,2014-01-12,,
108,LUACTRUU Index,2014-01-13,,2436.82
109,LUACTRUU Index,2014-01-14,,2429.87
110,LUACTRUU Index,2014-01-15,,2428.87
111,LUACTRUU Index,2014-01-16,,2434.2
112,LUACTRUU Index,2014-01-17,,2436.56
113,LUACTRUU Index,2014-01-18,,
114,LUACTRUU Index,2014-01-19,,
115,LUACTRUU Index,2014-01-20,,
116,LUACTRUU Index,2014-01-21,,2438.07
117,LUACTRUU Index,2014-01-22,,2432.69
118,LUACTRUU Index,2014-01-23,,2442.66
119,LUACTRUU Index,2014-01-24,,2441.83
120,LUACTRUU Index,2014-01-25,,
121,LUACTRUU Index,2014-01-26,,
122,LUACTRUU Index,2014-01-27,,2438.22
123,LUACTRUU Index,2014-01-28,,2442.32
124,LUACTRUU Index,2014-01-29,,2451.54
125,LUACTRUU Index,2014-01-30,,2448.48
126,LUACTRUU Index,2014-01-31,,2451.39
127,LUACTRUU Index,2014-02-01,,
128,LUACTRUU Index,2014-02-02,,
129,LUACTRUU Index,2014-02-03,,2463.96
130,LUACTRUU Index,2014-02-04,,2456.14
131,LUACTRUU Index,2014-02-05,,2449.95
132,LUACTRUU Index,2014-02-06,,2448.11
133,LUACTRUU Index,2014-02-07,,2454.16
134,LUACTRUU Index,2014-02-08,,
135,LUACTRUU Index,2014-02-09,,
136,LUACTRUU Index,2014-02-10,,2454.93
137,LUACTRUU Index,2014-02-11,,2451.72
138,LUACTRUU Index,2014-02-12,,2447.55
139,LUACTRUU Index,2014-02-13,,2456.46
140,LUACTRUU Index,2014-02-14,,2455.77
141,LUACTRUU Index,2014-02-15,,
142,LUACTRUU Index,2014-02-16,,
143,LUACTRUU Index,2014-02-17,,
144,LUACTRUU Index,2014-02-18,,2461.78
145,LUACTRUU Index,2014-02-19,,2458.59
146,LUACTRUU Index,2014-02-20,,2455.12
147,LUACTRUU Index,2014-02-21,,2459.71
148,LUACTRUU Index,2014-02-22,,
149,LUACTRUU Index,2014-02-23,,
150,LUACTRUU Index,2014-02-24,,2458.17
151,LUACTRUU Index,2014-02-25,,2466.31
152,LUACTRUU Index,2014-02-26,,2471.62
153,LUACTRUU Index,2014-02-27,,2477.28
154,LUACTRUU Index,2014-02-28,,2476.88
155,LUACTRUU Index,2014-03-01,,
156,LUACTRUU Index,2014-03-02,,
157,LUACTRUU Index,2014-03-03,,2482.8
158,LUACTRUU Index,2014-03-04,,2472.53
159,LUACTRUU Index,2014-03-05,,2471.66
160,LUACTRUU Index,2014-03-06,,2464.53
161,LUACTRUU Index,2014-03-07,,2455.97
162,LUACTRUU Index,2014-03-08,,
163,LUACTRUU Index,2014-03-09,,
164,LUACTRUU Index,2014-03-10,,2456.31
165,LUACTRUU Index,2014-03-11,,2458.84
166,LUACTRUU Index,2014-03-12,,2463.13
167,LUACTRUU Index,2014-03-13,,2473.48
168,LUACTRUU Index,2014-03-14,,2473.33
169,LUACTRUU Index,2014-03-15,,
170,LUACTRUU Index,2014-03-16,,
171,LUACTRUU Index,2014-03-17,,2466.35
172,LUACTRUU Index,2014-03-18,,2469.04
173,LUACTRUU Index,2014-03-19,,2459.16
174,LUACTRUU Index,2014-03-20,,2460.68
175,LUACTRUU Index,2014-03-21,,2468.26
176,LUACTRUU Index,2014-03-22,,
177,LUACTRUU Index,2014-03-23,,
178,LUACTRUU Index,2014-03-24,,2471.82
179,LUACTRUU Index,2014-03-25,,2473.33
180,LUACTRUU Index,2014-03-26,,2480.46
181,LUACTRUU Index,2014-03-27,,2485.13
182,LUACTRUU Index,2014-03-28,,2479.84
183,LUACTRUU Index,2014-03-29,,
184,LUACTRUU Index,2014-03-30,,
185,LUACTRUU Index,2014-03-31,,2478.53
186,LUACTRUU Index,2014-04-01,,2475.02
187,LUACTRUU Index,2014-04-02,,2469.34
188,LUACTRUU Index,2014-04-03,,2473.52
189,LUACTRUU Index,2014-04-04,,2483.84
190,LUACTRUU Index,2014-04-05,,
191,LUACTRUU Index,2014-04-06,,
192,LUACTRUU Index,2014-04-07,,2489.33
193,LUACTRUU Index,2014-04-08,,2491.03
194,LUACTRUU Index,2014-04-09,,2491.59
195,LUACTRUU Index,2014-04-10,,2502.33
196,LUACTRUU Index,2014-04-11,,2504.01
197,LUACTRUU Index,2014-04-12,,
198,LUACTRUU Index,2014-04-13,,
199,LUACTRUU Index,2014-04-14,,2501.95
200,LUACTRUU Index,2014-04-15,,2504.72
201,LUACTRUU Index,2014-04-16,,2504.47
202,LUACTRUU Index,2014-04-17,,2494.16
203,LUACTRUU Index,2014-04-18,,
204,LUACTRUU Index,2014-04-19,,
205,LUACTRUU Index,2014-04-20,,
206,LUACTRUU Index,2014-04-21,,2494.32
207,LUACTRUU Index,2014-04-22,,2495.85
208,LUACTRUU Index,2014-04-23,,2502.43
209,LUACTRUU Index,2014-04-24,,2503.11
210,LUACTRUU Index,2014-04-25,,2506.14
211,LUACTRUU Index,2014-04-26,,
212,LUACTRUU Index,2014-04-27,,
213,LUACTRUU Index,2014-04-28,,2504.74
214,LUACTRUU Index,2014-04-29,,2501.35
215,LUACTRUU Index,2014-04-30,,2508.22
216,LUACTRUU Index,2014-05-01,,2516.5
217,LUACTRUU Index,2014-05-02,,2520.0
218,LUACTRUU Index,2014-05-03,,
219,LUACTRUU Index,2014-05-04,,
220,LUACTRUU Index,2014-05-05,,2515.87
221,LUACTRUU Index,2014-05-06,,2519.51
222,LUACTRUU Index,2014-05-07,,2518.49
223,LUACTRUU Index,2014-05-08,,2520.24
224,LUACTRUU Index,2014-05-09,,2515.94
225,LUACTRUU Index,2014-05-10,,
226,LUACTRUU Index,2014-05-11,,
227,LUACTRUU Index,2014-05-12,,2512.68
228,LUACTRUU Index,2014-05-13,,2518.13
229,LUACTRUU Index,2014-05-14,,2530.13
230,LUACTRUU Index,2014-05-15,,2535.78
231,LUACTRUU Index,2014-05-16,,2532.62
232,LUACTRUU Index,2014-05-17,,
233,LUACTRUU Index,2014-05-18,,
234,LUACTRUU Index,2014-05-19,,2529.94
235,LUACTRUU Index,2014-05-20,,2533.45
236,LUACTRUU Index,2014-05-21,,2526.91
237,LUACTRUU Index,2014-05-22,,2524.13
238,LUACTRUU Index,2014-05-23,,2528.85
239,LUACTRUU Index,2014-05-24,,
240,LUACTRUU Index,2014-05-25,,
241,LUACTRUU Index,2014-05-26,,
242,LUACTRUU Index,2014-05-27,,2533.91
243,LUACTRUU Index,2014-05-28,,2546.66
244,LUACTRUU Index,2014-05-29,,2543.93
245,LUACTRUU Index,2014-05-30,,2542.51
246,LUACTRUU Index,2014-05-31,,
247,LUACTRUU Index,2014-06-01,,
248,LUACTRUU Index,2014-06-02,,2531.31
249,LUACTRUU Index,2014-06-03,,2522.82
250,LUACTRUU Index,2014-06-04,,2521.59
251,LUACTRUU Index,2014-06-05,,2525.1
252,LUACTRUU Index,2014-06-06,,2525.35
253,LUACTRUU Index,2014-06-07,,
254,LUACTRUU Index,2014-06-08,,
255,LUACTRUU Index,2014-06-09,,2524.3
256,LUACTRUU Index,2014-06-10,,2521.64
257,LUACTRUU Index,2014-06-11,,2521.43
258,LUACTRUU Index,2014-06-12,,2530.82
259,LUACTRUU Index,2014-06-13,,2528.22
260,LUACTRUU Index,2014-06-14,,
261,LUACTRUU Index,2014-06-15,,
262,LUACTRUU Index,2014-06-16,,2529.75
263,LUACTRUU Index,2014-06-17,,2521.82
264,LUACTRUU Index,2014-06-18,,2527.48
265,LUACTRUU Index,2014-06-19,,2526.15
266,LUACTRUU Index,2014-06-20,,2527.33
267,LUACTRUU Index,2014-06-21,,
268,LUACTRUU Index,2014-06-22,,
269,LUACTRUU Index,2014-06-23,,2528.99
270,LUACTRUU Index,2014-06-24,,2535.42
271,LUACTRUU Index,2014-06-25,,2539.37
272,LUACTRUU Index,2014-06-26,,2545.02
273,LUACTRUU Index,2014-06-27,,2541.53
274,LUACTRUU Index,2014-06-28,,
275,LUACTRUU Index,2014-06-29,,
276,LUACTRUU Index,2014-06-30,,2544.49
277,LUACTRUU Index,2014-07-01,,2537.1
278,LUACTRUU Index,2014-07-02,,2527.02
279,LUACTRUU Index,2014-07-03,,2524.55
280,LUACTRUU Index,2014-07-04,,
281,LUACTRUU Index,2014-07-05,,
282,LUACTRUU Index,2014-07-06,,
283,LUACTRUU Index,2014-07-07,,2530.92
284,LUACTRUU Index,2014-07-08,,2538.99
285,LUACTRUU Index,2014-07-09,,2542.14
286,LUACTRUU Index,2014-07-10,,2541.41
287,LUACTRUU Index,2014-07-11,,2544.84
288,LUACTRUU Index,2014-07-12,,
289,LUACTRUU Index,2014-07-13,,
290,LUACTRUU Index,2014-07-14,,2541.01
291,LUACTRUU Index,2014-07-15,,2541.31
292,LUACTRUU Index,2014-07-16,,2543.34
293,LUACTRUU Index,2014-07-17,,2552.0
294,LUACTRUU Index,2014-07-18,,2549.34
295,LUACTRUU Index,2014-07-19,,
296,LUACTRUU Index,2014-07-20,,
297,LUACTRUU Index,2014-07-21,,2551.24
298,LUACTRUU Index,2014-07-22,,2553.8
299,LUACTRUU Index,2014-07-23,,2554.17
300,LUACTRUU Index,2014-07-24,,2547.71
301,LUACTRUU Index,2014-07-25,,2555.22
302,LUACTRUU Index,2014-07-26,,
303,LUACTRUU Index,2014-07-27,,
304,LUACTRUU Index,2014-07-28,,2552.06
305,LUACTRUU Index,2014-07-29,,2557.51
306,LUACTRUU Index,2014-07-30,,2543.47
307,LUACTRUU Index,2014-07-31,,2543.07
308,LUACTRUU Index,2014-08-01,,2546.98
309,LUACTRUU Index,2014-08-02,,
310,LUACTRUU Index,2014-08-03,,
311,LUACTRUU Index,2014-08-04,,2548.5
312,LUACTRUU Index,2014-08-05,,2549.63
313,LUACTRUU Index,2014-08-06,,2548.61
314,LUACTRUU Index,2014-08-07,,2556.34
315,LUACTRUU Index,2014-08-08,,2555.72
316,LUACTRUU Index,2014-08-09,,
317,LUACTRUU Index,2014-08-10,,
318,LUACTRUU Index,2014-08-11,,2556.17
319,LUACTRUU Index,2014-08-12,,2551.89
320,LUACTRUU Index,2014-08-13,,2556.75
321,LUACTRUU Index,2014-08-14,,2562.7
322,LUACTRUU Index,2014-08-15,,2572.03
323,LUACTRUU Index,2014-08-16,,
324,LUACTRUU Index,2014-08-17,,
325,LUACTRUU Index,2014-08-18,,2563.01
326,LUACTRUU Index,2014-08-19,,2560.31
327,LUACTRUU Index,2014-08-20,,2558.66
328,LUACTRUU Index,2014-08-21,,2563.72
329,LUACTRUU Index,2014-08-22,,2566.2
330,LUACTRUU Index,2014-08-23,,
331,LUACTRUU Index,2014-08-24,,
332,LUACTRUU Index,2014-08-25,,2569.35
333,LUACTRUU Index,2014-08-26,,2569.04
334,LUACTRUU Index,2014-08-27,,2575.99
335,LUACTRUU Index,2014-08-28,,2581.01
336,LUACTRUU Index,2014-08-29,,2579.75
337,LUACTRUU Index,2014-08-30,,
338,LUACTRUU Index,2014-08-31,,
339,LUACTRUU Index,2014-09-01,,
340,LUACTRUU Index,2014-09-02,,2567.01
341,LUACTRUU Index,2014-09-03,,2568.75
342,LUACTRUU Index,2014-09-04,,2560.67
343,LUACTRUU Index,2014-09-05,,2557.43
344,LUACTRUU Index,2014-09-06,,
345,LUACTRUU Index,2014-09-07,,
346,LUACTRUU Index,2014-09-08,,2557.79
347,LUACTRUU Index,2014-09-09,,2553.11
348,LUACTRUU Index,2014-09-10,,2545.75
349,LUACTRUU Index,2014-09-11,,2546.98
350,LUACTRUU Index,2014-09-12,,2533.86
351,LUACTRUU Index,2014-09-13,,
352,LUACTRUU Index,2014-09-14,,
353,LUACTRUU Index,2014-09-15,,2536.56
354,LUACTRUU Index,2014-09-16,,2535.99
355,LUACTRUU Index,2014-09-17,,2533.91
356,LUACTRUU Index,2014-09-18,,2532.72
357,LUACTRUU Index,2014-09-19,,2540.99
358,LUACTRUU Index,2014-09-20,,
359,LUACTRUU Index,2014-09-21,,
360,LUACTRUU Index,2014-09-22,,2544.13
361,LUACTRUU Index,2014-09-23,,2548.16
362,LUACTRUU Index,2014-09-24,,2541.46
363,LUACTRUU Index,2014-09-25,,2549.58
364,LUACTRUU Index,2014-09-26,,2543.21
365,LUACTRUU Index,2014-09-27,,
366,LUACTRUU Index,2014-09-28,,
367,LUACTRUU Index,2014-09-29,,2546.23
368,LUACTRUU Index,2014-09-30,,2542.53
369,LUACTRUU Index,2014-10-01,,2560.42
370,LUACTRUU Index,2014-10-02,,2555.47
371,LUACTRUU Index,2014-10-03,,2558.79
372,LUACTRUU Index,2014-10-04,,
373,LUACTRUU Index,2014-10-05,,
374,LUACTRUU Index,2014-10-06,,2563.68
375,LUACTRUU Index,2014-10-07,,2574.97
376,LUACTRUU Index,2014-10-08,,2576.08
377,LUACTRUU Index,2014-10-09,,2575.83
378,LUACTRUU Index,2014-10-10,,2576.96
379,LUACTRUU Index,2014-10-11,,
380,LUACTRUU Index,2014-10-12,,
381,LUACTRUU Index,2014-10-13,,
382,LUACTRUU Index,2014-10-14,,2588.98
383,LUACTRUU Index,2014-10-15,,2603.38
384,LUACTRUU Index,2014-10-16,,2588.22
385,LUACTRUU Index,2014-10-17,,2586.95
386,LUACTRUU Index,2014-10-18,,
387,LUACTRUU Index,2014-10-19,,
388,LUACTRUU Index,2014-10-20,,2590.0
389,LUACTRUU Index,2014-10-21,,2588.78
390,LUACTRUU Index,2014-10-22,,2585.42
391,LUACTRUU Index,2014-10-23,,2576.91
392,LUACTRUU Index,2014-10-24,,2577.01
393,LUACTRUU Index,2014-10-25,,
394,LUACTRUU Index,2014-10-26,,
395,LUACTRUU Index,2014-10-27,,2579.92
396,LUACTRUU Index,2014-10-28,,2575.78
397,LUACTRUU Index,2014-10-29,,2571.49
398,LUACTRUU Index,2014-10-30,,2573.25
399,LUACTRUU Index,2014-10-31,,2568.56
400,LUACTRUU Index,2014-11-01,,
401,LUACTRUU Index,2014-11-02,,
402,LUACTRUU Index,2014-11-03,,2566.38
403,LUACTRUU Index,2014-11-04,,2565.89
404,LUACTRUU Index,2014-11-05,,2564.16
405,LUACTRUU Index,2014-11-06,,2559.98
406,LUACTRUU Index,2014-11-07,,2568.54
407,LUACTRUU Index,2014-11-08,,
408,LUACTRUU Index,2014-11-09,,
409,LUACTRUU Index,2014-11-10,,2561.32
410,LUACTRUU Index,2014-11-11,,
411,LUACTRUU Index,2014-11-12,,2561.54
412,LUACTRUU Index,2014-11-13,,2561.87
413,LUACTRUU Index,2014-11-14,,2565.04
414,LUACTRUU Index,2014-11-15,,
415,LUACTRUU Index,2014-11-16,,
416,LUACTRUU Index,2014-11-17,,2561.9
417,LUACTRUU Index,2014-11-18,,2558.65
418,LUACTRUU Index,2014-11-19,,2552.84
419,LUACTRUU Index,2014-11-20,,2556.12
420,LUACTRUU Index,2014-11-21,,2564.24
421,LUACTRUU Index,2014-11-22,,
422,LUACTRUU Index,2014-11-23,,
423,LUACTRUU Index,2014-11-24,,2568.51
424,LUACTRUU Index,2014-11-25,,2577.85
425,LUACTRUU Index,2014-11-26,,2581.58
426,LUACTRUU Index,2014-11-27,,
427,LUACTRUU Index,2014-11-28,,2585.87
428,LUACTRUU Index,2014-11-29,,
429,LUACTRUU Index,2014-11-30,,
430,LUACTRUU Index,2014-12-01,,2578.67
431,LUACTRUU Index,2014-12-02,,2567.36
432,LUACTRUU Index,2014-12-03,,2567.99
433,LUACTRUU Index,2014-12-04,,2573.22
434,LUACTRUU Index,2014-12-05,,2566.07
435,LUACTRUU Index,2014-12-06,,
436,LUACTRUU Index,2014-12-07,,
437,LUACTRUU Index,2014-12-08,,2575.25
438,LUACTRUU Index,2014-12-09,,2577.21
439,LUACTRUU Index,2014-12-10,,2582.6
440,LUACTRUU Index,2014-12-11,,2579.59
441,LUACTRUU Index,2014-12-12,,2588.47
442,LUACTRUU Index,2014-12-13,,
443,LUACTRUU Index,2014-12-14,,
444,LUACTRUU Index,2014-12-15,,2584.0
445,LUACTRUU Index,2014-12-16,,2583.29
446,LUACTRUU Index,2014-12-17,,2575.07
447,LUACTRUU Index,2014-12-18,,2573.57
448,LUACTRUU Index,2014-12-19,,2580.82
449,LUACTRUU Index,2014-12-20,,
450,LUACTRUU Index,2014-12-21,,
451,LUACTRUU Index,2014-12-22,,2585.58
452,LUACTRUU Index,2014-12-23,,2570.2
453,LUACTRUU Index,2014-12-24,,2572.59
454,LUACTRUU Index,2014-12-25,,
455,LUACTRUU Index,2014-12-26,,2575.67
456,LUACTRUU Index,2014-12-27,,
457,LUACTRUU Index,2014-12-28,,
458,LUACTRUU Index,2014-12-29,,2583.14
459,LUACTRUU Index,2014-12-30,,2585.64
460,LUACTRUU Index,2014-12-31,,2587.44
461,LUACTRUU Index,2015-01-01,,
462,LUACTRUU Index,2015-01-02,,2596.58
463,LUACTRUU Index,2015-01-03,,
464,LUACTRUU Index,2015-01-04,,
465,LUACTRUU Index,2015-01-05,,2607.69
466,LUACTRUU Index,2015-01-06,,2618.48
467,LUACTRUU Index,2015-01-07,,2621.04
468,LUACTRUU Index,2015-01-08,,2612.0
469,LUACTRUU Index,2015-01-09,,2619.59
470,LUACTRUU Index,2015-01-10,,
471,LUACTRUU Index,2015-01-11,,
472,LUACTRUU Index,2015-01-12,,2628.97
473,LUACTRUU Index,2015-01-13,,2630.52
474,LUACTRUU Index,2015-01-14,,2633.95
475,LUACTRUU Index,2015-01-15,,2643.19
476,LUACTRUU Index,2015-01-16,,2633.03
477,LUACTRUU Index,2015-01-17,,
478,LUACTRUU Index,2015-01-18,,
479,LUACTRUU Index,2015-01-19,,
480,LUACTRUU Index,2015-01-20,,2638.25
481,LUACTRUU Index,2015-01-21,,2631.56
482,LUACTRUU Index,2015-01-22,,2628.6
483,LUACTRUU Index,2015-01-23,,2643.57
484,LUACTRUU Index,2015-01-24,,
485,LUACTRUU Index,2015-01-25,,
486,LUACTRUU Index,2015-01-26,,2642.35
487,LUACTRUU Index,2015-01-27,,2642.73
488,LUACTRUU Index,2015-01-28,,2660.19
489,LUACTRUU Index,2015-01-29,,2653.12
490,LUACTRUU Index,2015-01-30,,2665.94
491,LUACTRUU Index,2015-01-31,,
492,LUACTRUU Index,2015-02-01,,
493,LUACTRUU Index,2015-02-02,,2666.55
494,LUACTRUU Index,2015-02-03,,2650.42
495,LUACTRUU Index,2015-02-04,,2650.51
496,LUACTRUU Index,2015-02-05,,2647.61
497,LUACTRUU Index,2015-02-06,,2631.24
498,LUACTRUU Index,2015-02-07,,
499,LUACTRUU Index,2015-02-08,,
500,LUACTRUU Index,2015-02-09,,2630.91
501,LUACTRUU Index,2015-02-10,,2625.5
502,LUACTRUU Index,2015-02-11,,2626.5
503,LUACTRUU Index,2015-02-12,,2628.07
504,LUACTRUU Index,2015-02-13,,2621.85
505,LUACTRUU Index,2015-02-14,,
506,LUACTRUU Index,2015-02-15,,
507,LUACTRUU Index,2015-02-16,,
508,LUACTRUU Index,2015-02-17,,2604.12
509,LUACTRUU Index,2015-02-18,,2619.58
510,LUACTRUU Index,2015-02-19,,2615.46
511,LUACTRUU Index,2015-02-20,,2614.44
512,LUACTRUU Index,2015-02-21,,
513,LUACTRUU Index,2015-02-22,,
514,LUACTRUU Index,2015-02-23,,2628.75
515,LUACTRUU Index,2015-02-24,,2641.05
516,LUACTRUU Index,2015-02-25,,2644.77
517,LUACTRUU Index,2015-02-26,,2637.59
518,LUACTRUU Index,2015-02-27,,2638.92
519,LUACTRUU Index,2015-02-28,,
520,LUACTRUU Index,2015-03-01,,
521,LUACTRUU Index,2015-03-02,,2624.79
522,LUACTRUU Index,2015-03-03,,2620.43
523,LUACTRUU Index,2015-03-04,,2620.79
524,LUACTRUU Index,2015-03-05,,2623.59
525,LUACTRUU Index,2015-03-06,,2602.21
526,LUACTRUU Index,2015-03-07,,
527,LUACTRUU Index,2015-03-08,,
528,LUACTRUU Index,2015-03-09,,2610.31
529,LUACTRUU Index,2015-03-10,,2619.16
530,LUACTRUU Index,2015-03-11,,2621.77
531,LUACTRUU Index,2015-03-12,,2622.66
532,LUACTRUU Index,2015-03-13,,2618.89
533,LUACTRUU Index,2015-03-14,,
534,LUACTRUU Index,2015-03-15,,
535,LUACTRUU Index,2015-03-16,,2618.15
536,LUACTRUU Index,2015-03-17,,2622.25
537,LUACTRUU Index,2015-03-18,,2640.72
538,LUACTRUU Index,2015-03-19,,2637.77
539,LUACTRUU Index,2015-03-20,,2645.39
540,LUACTRUU Index,2015-03-21,,
541,LUACTRUU Index,2015-03-22,,
542,LUACTRUU Index,2015-03-23,,2646.96
543,LUACTRUU Index,2015-03-24,,2653.87
544,LUACTRUU Index,2015-03-25,,2646.26
545,LUACTRUU Index,2015-03-26,,2630.8
546,LUACTRUU Index,2015-03-27,,2644.62
547,LUACTRUU Index,2015-03-28,,
548,LUACTRUU Index,2015-03-29,,
549,LUACTRUU Index,2015-03-30,,2642.11
550,LUACTRUU Index,2015-03-31,,2647.34
551,LUACTRUU Index,2015-04-01,,2659.59
552,LUACTRUU Index,2015-04-02,,2653.76
553,LUACTRUU Index,2015-04-03,,2664.46
554,LUACTRUU Index,2015-04-04,,
555,LUACTRUU Index,2015-04-05,,
556,LUACTRUU Index,2015-04-06,,2653.53
557,LUACTRUU Index,2015-04-07,,2660.44
558,LUACTRUU Index,2015-04-08,,2662.54
559,LUACTRUU Index,2015-04-09,,2650.8
560,LUACTRUU Index,2015-04-10,,2652.96
561,LUACTRUU Index,2015-04-11,,
562,LUACTRUU Index,2015-04-12,,
563,LUACTRUU Index,2015-04-13,,2655.2
564,LUACTRUU Index,2015-04-14,,2659.89
565,LUACTRUU Index,2015-04-15,,2659.91
566,LUACTRUU Index,2015-04-16,,2662.5
567,LUACTRUU Index,2015-04-17,,2667.59
568,LUACTRUU Index,2015-04-18,,
569,LUACTRUU Index,2015-04-19,,
570,LUACTRUU Index,2015-04-20,,2659.28
571,LUACTRUU Index,2015-04-21,,2657.86
572,LUACTRUU Index,2015-04-22,,2647.74
573,LUACTRUU Index,2015-04-23,,2652.85
574,LUACTRUU Index,2015-04-24,,2657.49
575,LUACTRUU Index,2015-04-25,,
576,LUACTRUU Index,2015-04-26,,
577,LUACTRUU Index,2015-04-27,,2656.92
578,LUACTRUU Index,2015-04-28,,2645.78
579,LUACTRUU Index,2015-04-29,,2631.75
580,LUACTRUU Index,2015-04-30,,2628.8
581,LUACTRUU Index,2015-05-01,,2615.78
582,LUACTRUU Index,2015-05-02,,
583,LUACTRUU Index,2015-05-03,,
584,LUACTRUU Index,2015-05-04,,2611.58
585,LUACTRUU Index,2015-05-05,,2605.4
586,LUACTRUU Index,2015-05-06,,2594.28
587,LUACTRUU Index,2015-05-07,,2603.42
